month,year,temp
1,1973,66.1532
2,1973,66.6176
3,1973,66.317
4,1973,62.132
5,1973,59.8964
6,1973,56.7752
7,1973,53.465
8,1973,55.3514
9,1973,56.9282
10,1973,58.379
11,1973,62.6666
12,1973,64.7042
1,1974,66.092
2,1974,71.1284
3,1974,64.589
4,1974,63.3956
5,1974,59.5328
6,1974,56.1704
7,1974,56.147
8,1974,54.2534
9,1974,56.6654
10,1974,57.8534
11,1974,61.898
12,1974,65.444
1,1975,67.8452
2,1975,68.5598
3,1975,67.433
4,1975,62.6684
5,1975,61.0394
6,1975,54.1148
7,1975,53.096
8,1975,55.283
9,1975,56.0678
10,1975,58.6814
11,1975,60.116
12,1975,62.6558
1,1976,66.4214
2,1976,62.8934
3,1976,66.2576
4,1976,62.6774
5,1976,57.155
6,1976,53.7512
7,1976,53.645
8,1976,55.652
9,1976,54.5702
10,1976,56.5322
11,1976,58.2476
12,1976,62.4074
1,1977,64.2578
2,1977,66.686
3,1977,66.5114
4,1977,62.0132
5,1977,55.6142
6,1977,55.5926
7,1977,54.5
8,1977,53.9312
9,1977,52.1672
10,1977,55.868
11,1977,58.3574
12,1977,61.1384
1,1978,66.6644
2,1978,68.4968
3,1978,66.4754
4,1978,64.5404
5,1978,58.82
6,1978,55.6556
7,1978,54.4028
8,1978,54.1112
9,1978,55.1444
10,1978,54.9086
11,1978,60.4256
12,1978,63.1976
1,1979,67.388
2,1979,66.1424
3,1979,67.955
4,1979,61.9412
5,1979,58.514
6,1979,57.3746
7,1979,53.9672
8,1979,54.2336
9,1979,55.7744
10,1979,57.4214
11,1979,60.9962
12,1979,63.1238
1,1980,66.0614
2,1980,66.9218
3,1980,63.7556
4,1980,60.125
5,1980,58.406
6,1980,55.7384
7,1980,53.7728
8,1980,53.2238
9,1980,56.381
10,1980,58.2512
11,1980,59.4212
12,1980,62.2436
1,1981,68.018
2,1981,68.549
3,1981,68.6048
4,1981,63.5522
5,1981,58.6724
6,1981,57.4268
7,1981,54.0176
8,1981,53.411
9,1981,54.887
10,1981,56.2982
11,1981,59.738
12,1981,65.2892
1,1982,66.7814
2,1982,68.1818
3,1982,64.5062
4,1982,59.5724
5,1982,58.4402
6,1982,53.5244
7,1982,52.5254
8,1982,53.6306
9,1982,55.0832
10,1982,55.1894
11,1982,61.7648
12,1982,62.0456
1,1983,64.121
2,1983,65.3774
3,1983,66.2036
4,1983,62.1266
5,1983,58.1216
6,1983,55.4864
7,1983,51.5678
8,1983,54.122
9,1983,56.5376
10,1983,58.1144
11,1983,59.7308
12,1983,61.9916
1,1984,63.3542
2,1984,66.11
3,1984,66.4862
4,1984,61.169
5,1984,58.1648
6,1984,56.156
7,1984,55.2488
8,1984,55.9382
9,1984,55.0238
10,1984,56.3198
11,1984,62.6504
12,1984,65.9354
1,1985,67.5536
2,1985,66.5942
3,1985,65.2676
4,1985,61.7018
5,1985,57.0902
6,1985,56.759
7,1985,56.1236
8,1985,53.8016
9,1985,56.3036
10,1985,56.399
11,1985,59.9918
12,1985,64.4414
1,1986,68.5022
2,1986,67.5734
3,1986,65.165
4,1986,62.6648
5,1986,59.1584
6,1986,55.2182
7,1986,53.123
8,1986,53.0978
9,1986,55.3568
10,1986,58.406
11,1986,60.5264
12,1986,63.0554
1,1987,67.5842
2,1987,65.8292
3,1987,63.8888
4,1987,62.2364
5,1987,58.5698
6,1987,55.751
7,1987,54.3848
8,1987,55.3244
9,1987,56.3054
10,1987,58.2386
11,1987,60.9998
12,1987,63.9176
1,1988,65.8328
2,1988,68.5166
3,1988,64.7618
4,1988,61.0772
5,1988,60.188
6,1988,57.0056
7,1988,56.1362
8,1988,55.6574
9,1988,57.8228
10,1988,58.766
11,1988,62.4848
12,1988,65.2172
1,1989,67.0496
2,1989,66.8102
3,1989,66.7634
4,1989,63.2066
5,1989,59.1188
6,1989,56.5916
7,1989,52.8854
8,1989,55.0076
9,1989,58.037
10,1989,59.5418
11,1989,62.0708
12,1989,63.3722
1,1990,66.767
2,1990,70.1654
3,1990,68.5454
4,1990,64.2686
5,1990,60.0404
6,1990,55.2164
7,1990,55.4702
8,1990,55.3838
9,1990,54.4532
10,1990,59.1638
11,1990,61.565
12,1990,64.5116
1,1991,66.7454
2,1991,68.0378
3,1991,65.534
4,1991,61.4876
5,1991,58.154
6,1991,55.049
7,1991,53.8628
8,1991,56.1506
9,1991,56.7068
10,1991,56.9192
11,1991,58.1054
12,1991,62.9168
1,1992,66.1046
2,1992,66.7922
3,1992,63.3794
4,1992,58.343
5,1992,56.2226
6,1992,54.212
7,1992,55.22
8,1992,53.258
9,1992,53.7782
10,1992,56.0858
11,1992,61.4264
12,1992,63.0284
1,1993,65.4764
2,1993,65.5196
3,1993,63.977
4,1993,60.3392
5,1993,58.8038
6,1993,56.705
7,1993,53.0708
8,1993,52.2572
9,1993,53.6324
10,1993,57.6356
11,1993,58.0334
12,1993,61.8818
1,1994,67.4186
2,1994,67.5752
3,1994,63.7268
4,1994,61.5812
5,1994,59.6714
6,1994,54.518
7,1994,53.4524
8,1994,53.942
9,1994,54.3164
10,1994,55.8536
11,1994,60.0746
12,1994,64.1966
1,1995,66.7688
2,1995,68.3708
3,1995,66.9164
4,1995,65.4332
5,1995,60.3086
6,1995,55.6934
7,1995,53.6234
8,1995,53.699
9,1995,55.9274
10,1995,57.1946
11,1995,59.7272
12,1995,65.3018
1,1996,67.658
2,1996,68.7992
3,1996,64.7222
4,1996,63.9536
5,1996,58.487
6,1996,54.6296
7,1996,54.8402
8,1996,54.1922
9,1996,57.695
10,1996,58.199
11,1996,59.7596
12,1996,62.5154
1,1997,64.2758
2,1997,67.325
3,1997,65.2568
4,1997,60.6002
5,1997,60.3176
6,1997,54.9212
7,1997,53.0798
8,1997,53.3462
9,1997,55.427
10,1997,57.2
11,1997,60.8378
12,1997,64.067
1,1998,66.8318
2,1998,70.7882
3,1998,68.2556
4,1998,64.211
5,1998,60.5426
6,1998,58.4492
7,1998,58.316
8,1998,55.5008
9,1998,57.4718
10,1998,59.9576
11,1998,62.0294
12,1998,64.7618
1,1999,69.3536
2,1999,68.018
3,1999,68.3618
4,1999,63.5162
5,1999,60.782
6,1999,56.5016
7,1999,55.3172
8,1999,54.3992
9,1999,56.8238
10,1999,59.6084
11,1999,61.9934
12,1999,62.5928
1,2000,65.543
2,2000,67.2062
3,2000,65.5682
4,2000,63.0914
5,2000,60.701
6,2000,56.9066
7,2000,57.5546
8,2000,54.9806
9,2000,56.6204
10,2000,58.3106
11,2000,58.5518
12,2000,64.8338
1,2001,65.2298
2,2001,68.756
3,2001,65.9552
4,2001,62.7656
5,2001,60.6866
6,2001,55.5494
7,2001,53.3696
8,2001,55.3856
9,2001,56.9516
10,2001,60.5246
11,2001,61.6928
12,2001,65.435
1,2002,66.0668
2,2002,66.5384
3,2002,66.4988
4,2002,61.4588
5,2002,60.2024
6,2002,59.1836
7,2002,54.9698
8,2002,54.6584
9,2002,56.6978
10,2002,56.0084
11,2002,58.7822
12,2002,63.2408
1,2003,65.4206
2,2003,66.5618
3,2003,66.3368
4,2003,62.5406
5,2003,60.2996
6,2003,58.5248
7,2003,53.033
8,2003,54.5108
9,2003,56.8436
10,2003,56.8634
11,2003,59.8244
12,2003,64.7168
1,2004,67.802
2,2004,66.1964
3,2004,62.7728
4,2004,60.4346
5,2004,59.6858
6,2004,57.0038
7,2004,53.6
8,2004,52.763
9,2004,54.9068
10,2004,57.6266
11,2004,60.7838
12,2004,60.2006
1,2005,65.579
2,2005,68.6102
3,2005,67.2728
4,2005,62.2814
5,2005,60.9908
6,2005,55.8068
7,2005,56.381
8,2005,55.058
9,2005,57.5582
10,2005,58.4852
11,2005,60.845
12,2005,65.7464
1,2006,67.127
2,2006,67.7498
3,2006,65.2892
4,2006,64.1624
5,2006,59.2394
6,2006,53.3102
7,2006,54.338
8,2006,54.5612
9,2006,57.4898
10,2006,57.263
11,2006,60.6092
12,2006,60.4112
1,2007,66.0992
2,2007,67.2206
3,2007,67.1054
4,2007,61.8008
5,2007,61.0268
6,2007,56.6654
7,2007,55.7132
8,2007,55.7528
9,2007,56.7644
10,2007,57.839
11,2007,60.206
12,2007,64.679
1,2008,68.2592
2,2008,67.6022
3,2008,67.2116
4,2008,63.4388
5,2008,57.5132
6,2008,57.1568
7,2008,55.2866
8,2008,54.3866
9,2008,56.6942
10,2008,57.7436
11,2008,61.0088
12,2008,63.9338
1,2009,66.9722
2,2009,69.2852
3,2009,65.2694
4,2009,62.3264
5,2009,56.1794
6,2009,53.9726
7,2009,54.1616
8,2009,56.7752
9,2009,56.9048
10,2009,56.201
11,2009,60.5444
12,2009,63.752
1,2010,66.2864
2,2010,69.6866
3,2010,66.2972
4,2010,63.0824
5,2010,60.0332
6,2010,56.5682
7,2010,54.0536
8,2010,56.1182
9,2010,57.128
10,2010,57.2054
11,2010,61.5848
12,2010,66.6986
1,2011,68.2952
2,2011,69.6776
3,2011,66.7436
4,2011,62.9474
5,2011,61.7252
6,2011,58.1198
7,2011,55.0886
8,2011,53.501
9,2011,54.932
10,2011,59.009
11,2011,60.8018
12,2011,64.0364
1,2012,65.2964
2,2012,66.7994
3,2012,64.418
4,2012,62.888
5,2012,58.2242
6,2012,55.3136
7,2012,55.0058
8,2012,55.4162
9,2012,56.1812
10,2012,57.5078
11,2012,58.6076
12,2012,65.5538
1,2013,66.722
2,2013,66.6932
3,2013,66.7688
4,2013,64.1102
5,2013,59.5004
6,2013,56.21
7,2013,54.221
8,2013,56.7644
