month,year,temp
1,1871,29.48
2,1871,41.2772
3,1871,45.4856
4,1871,50.2142
5,1871,54.1274
6,1871,57.4034
7,1871,64.913
8,1871,66.4916
9,1871,60.881
10,1871,48.6644
11,1871,36.9248
12,1871,31.7804
1,1872,39.0668
2,1872,43.5812
3,1872,45.8708
4,1872,49.6994
5,1872,53.4704
6,1872,61.6046
7,1872,67.6094
8,1872,63.14
9,1872,59.7488
10,1872,50.1368
11,1872,46.4432
12,1872,42.7388
1,1873,40.91
2,1873,35.8664
3,1873,45.6944
4,1873,47.4044
5,1873,52.745
6,1873,61.916
7,1873,67.37
8,1873,65.8202
9,1873,57.3404
10,1873,51.1394
11,1873,43.979
12,1873,37.607
1,1874,39.4916
2,1874,38.1812
3,1874,43.6352
4,1874,51.7478
5,1874,52.0088
6,1874,62.1932
7,1874,68.7704
8,1874,62.861
9,1874,60.8108
10,1874,52.2104
11,1874,41.5652
12,1874,32.8082
1,1875,41.4356
2,1875,33.7352
3,1875,40.8308
4,1875,48.6302
5,1875,58.4942
6,1875,62.0888
7,1875,63.0788
8,1875,66.1838
9,1875,62.438
10,1875,49.298
11,1875,42.422
12,1875,34.9394
1,1876,33.0206
2,1876,40.442
3,1876,43.295
4,1876,49.1882
5,1876,51.6812
6,1876,61.3814
7,1876,67.9262
8,1876,66.5726
9,1876,57.7814
10,1876,54.221
11,1876,43.286
12,1876,43.475
1,1877,42.5246
2,1877,43.3868
3,1877,41.2214
4,1877,48.056
5,1877,51.8342
6,1877,66.011
7,1877,63.995
8,1877,64.7636
9,1877,54.959
10,1877,49.0316
11,1877,46.229
12,1877,38.5412
1,1878,36.5036
2,1878,40.6184
3,1878,42.4202
4,1878,50.5706
5,1878,57.1748
6,1878,62.384
7,1878,64.8122
8,1878,64.5116
9,1878,58.4636
10,1878,51.9494
11,1878,40.3448
12,1878,33.1376
1,1879,32.4338
2,1879,39.2756
3,1879,43.0736
4,1879,45.2804
5,1879,50.0504
6,1879,60.5822
7,1879,60.5768
8,1879,64.5908
9,1879,58.928
10,1879,49.4312
11,1879,38.1848
12,1879,29.0948
1,1880,30.4628
2,1880,40.9568
3,1880,47.6564
4,1880,49.0946
5,1880,55.0778
6,1880,59.6246
7,1880,65.3918
8,1880,65.3684
9,1880,60.9872
10,1880,49.1972
11,1880,42.35
12,1880,43.9232
1,1881,29.75
2,1881,40.19
3,1881,45.221
4,1881,47.7626
5,1881,55.3406
6,1881,60.8954
7,1881,68.5688
8,1881,62.7386
9,1881,57.2594
10,1881,45.212
11,1881,47.525
12,1881,36.7772
1,1882,36.3056
2,1882,39.7202
3,1882,46.7852
4,1882,49.6994
5,1882,55.9688
6,1882,59.1926
7,1882,62.5982
8,1882,61.8296
9,1882,56.8778
10,1882,51.7604
11,1882,44.3822
12,1882,39.2018
1,1883,38.5484
2,1883,42.2744
3,1883,36.7772
4,1883,48.1442
5,1883,55.9922
6,1883,61.4444
7,1883,62.3462
8,1883,63.7088
9,1883,58.4888
10,1883,50.1008
11,1883,43.7018
12,1883,37.8284
1,1884,41.4464
2,1884,42.359
3,1884,45.6152
4,1884,46.5368
5,1884,56.9948
6,1884,58.5842
7,1884,66.4052
8,1884,66.9452
9,1884,60.4094
10,1884,49.2206
11,1884,40.6922
12,1884,38.9786
1,1885,32.9252
2,1885,44.2832
3,1885,41.8064
4,1885,49.388
5,1885,51.7046
6,1885,63.095
7,1885,65.6888
8,1885,61.7648
9,1885,57.632
10,1885,47.3972
11,1885,43.052
12,1885,36.4514
1,1886,34.9034
2,1886,34.1186
3,1886,41.1656
4,1886,49.649
5,1886,55.8896
6,1886,59.3096
7,1886,65.1416
8,1886,64.6286
9,1886,62.0276
10,1886,53.7296
11,1886,44.5406
12,1886,37.0814
1,1887,32.8172
2,1887,36.6692
3,1887,39.1442
4,1887,46.319
5,1887,52.0088
6,1887,63.2606
7,1887,67.784
8,1887,64.0544
9,1887,56.1128
10,1887,44.9132
11,1887,40.9154
12,1887,35.5406
1,1888,34.0898
2,1888,32.9702
3,1888,39.308
4,1888,45.0302
5,1888,55.7564
6,1888,61.502
7,1888,60.7514
8,1888,61.6784
9,1888,58.7354
10,1888,46.9616
11,1888,45.7934
12,1888,38.4584
1,1889,34.466
2,1889,35.681
3,1889,40.0172
4,1889,46.9184
5,1889,58.5266
6,1889,64.697
7,1889,63.8078
8,1889,62.537
9,1889,57.011
10,1889,49.4168
11,1889,42.3752
12,1889,33.323
1,1890,40.928
2,1890,35.3084
3,1890,43.3238
4,1890,46.814
5,1890,56.6924
6,1890,60.1502
7,1890,62.2202
8,1890,62.8898
9,1890,59.6336
10,1890,48.947
11,1890,41.8658
12,1890,26.9474
1,1891,30.7778
2,1891,37.3928
3,1891,41.504
4,1891,45.4568
5,1891,53.9798
6,1891,61.7288
7,1891,63.1418
8,1891,61.8278
9,1891,60.4742
10,1891,52.4588
11,1891,41.2916
12,1891,39.8462
1,1892,35.1986
2,1892,39.1298
3,1892,38.5286
4,1892,48.8174
5,1892,56.6762
6,1892,61.0646
7,1892,63.662
8,1892,65.8364
9,1892,59.3816
10,1892,47.957
11,1892,45.4946
12,1892,33.935
1,1893,30.101
2,1893,41.9072
3,1893,46.9562
4,1893,54.68
5,1893,57.6302
6,1893,63.5864
7,1893,65.9066
8,1893,67.415
9,1893,59.0756
10,1893,52.1402
11,1893,40.5194
12,1893,37.067
1,1894,36.221
2,1894,40.5266
3,1894,45.4766
4,1894,52.9862
5,1894,52.952
6,1894,60.3518
7,1894,65.021
8,1894,62.6882
9,1894,56.5502
10,1894,50.324
11,1894,45.0302
12,1894,38.5196
1,1895,31.235
2,1895,26.3012
3,1895,41.0036
4,1895,50.3744
5,1895,56.624
6,1895,62.1824
7,1895,64.7402
8,1895,64.3406
9,1895,64.3442
10,1895,48.3836
11,1895,47.5718
12,1895,39.1442
1,1896,36.572
2,1896,37.2884
3,1896,47.1578
4,1896,47.768
5,1896,54.5756
6,1896,63.3488
7,1896,65.9804
8,1896,60.8252
9,1896,58.4024
10,1896,47.615
11,1896,38.4836
12,1896,37.7258
1,1897,34.556
2,1897,43.367
3,1897,46.9472
4,1897,48.3926
5,1897,53.5136
6,1897,64.3784
7,1897,65.6276
8,1897,64.508
9,1897,56.7806
10,1897,50.252
11,1897,43.3508
12,1897,38.6996
1,1898,40.1162
2,1898,39.9362
3,1898,40.694
4,1898,49.37
5,1898,53.8358
6,1898,60.1646
7,1898,63.1652
8,1898,67.2098
9,1898,62.4704
10,1898,53.4596
11,1898,45.1904
12,1898,41.423
1,1899,40.9406
2,1899,42.1502
3,1899,42.566
4,1899,48.5546
5,1899,54.0806
6,1899,62.231
7,1899,66.371
8,1899,67.8506
9,1899,59.6102
10,1899,51.3176
11,1899,46.5062
12,1899,33.7046
1,1900,39.4844
2,1900,40.2836
3,1900,39.2162
4,1900,48.4772
5,1900,54.0392
6,1900,62.7332
7,1900,69.323
8,1900,63.5774
9,1900,60.7514
10,1900,51.7118
11,1900,45.0176
12,1900,42.476
1,1901,35.7494
2,1901,31.6364
3,1901,40.2062
4,1901,50.234
5,1901,56.6492
6,1901,62.5406
7,1901,67.6274
8,1901,64.7942
9,1901,59.6084
10,1901,50.6264
11,1901,40.2566
12,1901,37.9688
1,1902,39.3782
2,1902,36.1562
3,1902,45.8582
4,1902,50.378
5,1902,50.3654
6,1902,60.1016
7,1902,64.661
8,1902,62.7908
9,1902,58.2224
10,1902,49.2746
11,1902,42.5012
12,1902,36.6728
1,1903,38.2496
2,1903,43.007
3,1903,46.5134
4,1903,44.2526
5,1903,56.0552
6,1903,59.099
7,1903,63.7772
8,1903,62.5658
9,1903,59.8586
10,1903,53.2976
11,1903,44.0096
12,1903,35.2382
1,1904,35.42
2,1904,39.434
3,1904,41.7128
4,1904,50.8694
5,1904,56.8598
6,1904,61.1726
7,1904,69.3716
8,1904,65.0444
9,1904,56.2604
10,1904,51.1232
11,1904,41.2232
12,1904,40.1684
1,1905,34.8224
2,1905,39.9938
3,1905,46.1426
4,1905,48.2036
5,1905,54.158
6,1905,63.203
7,1905,68.252
8,1905,63.6638
9,1905,57.8516
10,1905,44.6918
11,1905,41.324
12,1905,37.8932
1,1906,39.677
2,1906,37.6268
3,1906,42.377
4,1906,47.9696
5,1906,55.9076
6,1906,60.5822
7,1906,65.7644
8,1906,66.2666
9,1906,59.486
10,1906,55.0076
11,1906,45.7898
12,1906,34.3742
1,1907,36.2462
2,1907,35.1896
3,1907,44.0528
4,1907,47.5322
5,1907,55.787
6,1907,59.3384
7,1907,61.43
8,1907,63.9518
9,1907,60.6704
10,1907,52.574
11,1907,45.2228
12,1907,40.424
1,1908,32.4968
2,1908,40.1432
3,1908,40.8362
4,1908,45.5738
5,1908,58.5104
6,1908,63.8672
7,1908,64.9436
8,1908,61.934
9,1908,58.2458
10,1908,52.9592
11,1908,42.5066
12,1908,36.3128
1,1909,34.6838
2,1909,35.1608
3,1909,40.3394
4,1909,51.368
5,1909,55.445
6,1909,58.0928
7,1909,61.1798
8,1909,64.5818
9,1909,57.0668
10,1909,53.42
11,1909,40.0028
12,1909,39.749
1,1910,38.6114
2,1910,41.1638
3,1910,44.0492
4,1910,47.6276
5,1910,54.5594
6,1910,62.1266
7,1910,61.7432
8,1910,63.095
9,1910,57.4394
10,1910,53.0366
11,1910,41.072
12,1910,42.4634
1,1911,33.755
2,1911,39.6878
3,1911,43.8368
4,1911,47.1002
5,1911,57.7616
6,1911,61.2626
7,1911,69.7946
8,1911,70.9898
9,1911,62.8304
10,1911,51.3068
11,1911,43.8476
12,1911,42.854
1,1912,38.849
2,1912,43.4912
3,1912,47.6816
4,1912,49.1036
5,1912,57.5762
6,1912,61.0898
7,1912,65.651
8,1912,59.0288
9,1912,52.5776
10,1912,48.5078
11,1912,41.7848
12,1912,41.9594
1,1913,40.5464
2,1913,39.9596
3,1913,46.5872
4,1913,48.722
5,1913,56.282
6,1913,60.5966
7,1913,61.124
8,1913,62.9204
9,1913,59.2412
10,1913,53.5748
11,1913,48.4178
12,1913,38.507
1,1914,31.6832
2,1914,43.4264
3,1914,45.5648
4,1914,52.8908
5,1914,54.3506
6,1914,60.1196
7,1914,64.1768
8,1914,65.4584
9,1914,58.8362
10,1914,50.3114
11,1914,42.5732
12,1914,42.035
1,1915,38.048
2,1915,39.5852
3,1915,41.9072
4,1915,47.534
5,1915,58.2458
6,1915,63.7808
7,1915,63.1742
8,1915,63.4316
9,1915,58.01
10,1915,47.957
11,1915,38.5376
12,1915,44.2832
1,1916,43.7072
2,1916,39.461
3,1916,42.5264
4,1916,49.3502
5,1916,57.6356
6,1916,56.6438
7,1916,63.0392
8,1916,64.9418
9,1916,57.56
10,1916,51.7082
11,1916,43.6802
12,1916,38.084
1,1917,32.3492
2,1917,31.8344
3,1917,39.0002
4,1917,43.1564
5,1917,60.8576
6,1917,65.3324
7,1917,64.9382
8,1917,62.7422
9,1917,60.8612
10,1917,47.6132
11,1917,45.563
12,1917,32.2286
1,1918,37.589
2,1918,41.495
3,1918,44.0276
4,1918,47.174
5,1918,58.8956
6,1918,59.0954
7,1918,64.6844
8,1918,64.7438
9,1918,58.505
10,1918,48.7634
11,1918,42.4598
12,1918,44.3048
1,1919,36.8168
2,1919,36.644
3,1919,42.4526
4,1919,45.2804
5,1919,58.1648
6,1919,61.8728
7,1919,59.7776
8,1919,66.002
9,1919,60.548
10,1919,45.716
11,1919,38.831
12,1919,41.3006
1,1920,40.883
2,1920,43.394
3,1920,47.4782
4,1920,50.3312
5,1920,58.1558
6,1920,61.628
7,1920,63.3182
8,1920,60.5174
9,1920,58.4618
10,1920,51.593
11,1920,40.8506
12,1920,37.7744
1,1921,43.8908
2,1921,39.677
3,1921,46.1516
4,1921,49.1342
5,1921,57.4646
6,1921,62.4902
7,1921,70.1852
8,1921,64.7114
9,1921,61.5398
10,1921,57.5726
11,1921,38.3774
12,1921,39.632
1,1922,37.4486
2,1922,39.6212
3,1922,43.5182
4,1922,45.6116
5,1922,59.5418
6,1922,62.1536
7,1922,61.8386
8,1922,61.9196
9,1922,56.0066
10,1922,46.4396
11,1922,41.2394
12,1922,40.1738
1,1923,39.1442
2,1923,43.0574
3,1923,46.0436
4,1923,48.7616
5,1923,53.8934
6,1923,56.5268
7,1923,68.405
8,1923,64.7726
9,1923,58.7534
10,1923,53.0888
11,1923,39.9506
12,1923,37.4468
1,1924,37.679
2,1924,35.2202
3,1924,42.8396
4,1924,47.8256
5,1924,58.2422
6,1924,61.142
7,1924,64.1552
8,1924,60.3374
9,1924,58.649
10,1924,52.4498
11,1924,44.2382
12,1924,39.2954
1,1925,40.298
2,1925,42.1124
3,1925,39.8282
4,1925,48.5384
5,1925,56.4872
6,1925,62.1014
7,1925,65.4062
8,1925,63.2084
9,1925,54.8438
10,1925,52.142
11,1925,39.5096
12,1925,37.8824
1,1926,38.4638
2,1926,46.517
3,1926,44.87
4,1926,50.9414
5,1926,53.2976
6,1926,58.478
7,1926,65.444
8,1926,64.9364
9,1926,62.6162
10,1926,50.4032
11,1926,46.0742
12,1926,36.0482
1,1927,39.4718
2,1927,39.7274
3,1927,46.6196
4,1927,49.5734
5,1927,56.8868
6,1927,59.5742
7,1927,64.4558
8,1927,63.6494
9,1927,58.451
10,1927,51.6326
11,1927,42.647
12,1927,34.2284
1,1928,40.4546
2,1928,43.0412
3,1928,44.6378
4,1928,49.0532
5,1928,53.609
6,1928,60.719
7,1928,68.2016
8,1928,65.2262
9,1928,59.1296
10,1928,51.4256
11,1928,46.7006
12,1928,37.9886
1,1929,31.2404
2,1929,28.6898
3,1929,44.1374
4,1929,45.0626
5,1929,56.5088
6,1929,60.7334
7,1929,66.6716
8,1929,64.7384
9,1929,65.2352
10,1929,51.6218
11,1929,44.411
12,1929,43.007
1,1930,42.2492
2,1930,37.292
3,1930,44.5352
4,1930,50.0108
5,1930,54.5036
6,1930,65.0012
7,1930,63.2354
8,1930,64.4864
9,1930,59.576
10,1930,52.4858
11,1930,46.4972
12,1930,38.8868
1,1931,38.0858
2,1931,37.3784
3,1931,41.3078
4,1931,47.4206
5,1931,57.5384
6,1931,63.7394
7,1931,63.5576
8,1931,62.0348
9,1931,54.05
10,1931,49.6112
11,1931,46.0994
12,1931,37.7978
1,1932,40.4438
2,1932,34.4066
3,1932,41.5256
4,1932,46.508
5,1932,54.401
6,1932,61.2194
7,1932,64.283
8,1932,69.1124
9,1932,61.5686
10,1932,50.4014
11,1932,44.2364
12,1932,40.109
1,1933,34.0718
2,1933,39.164
3,1933,46.8176
4,1933,49.9874
5,1933,56.318
6,1933,60.8432
7,1933,67.5248
8,1933,67.7966
9,1933,61.4948
10,1933,52.2302
11,1933,41.234
12,1933,29.3702
1,1934,37.4846
2,1934,37.0904
3,1934,42.6038
4,1934,51.5822
5,1934,56.7806
6,1934,63.293
7,1934,68.2718
8,1934,63.7124
9,1934,62.7782
10,1934,52.844
11,1934,42.4256
12,1934,45.698
1,1935,36.977
2,1935,41.2376
3,1935,43.3328
4,1935,48.6212
5,1935,53.5334
6,1935,63.8204
7,1935,67.2152
8,1935,64.9472
9,1935,60.0494
10,1935,50.4752
11,1935,45.1292
12,1935,37.9886
1,1936,42.2798
2,1936,38.606
3,1936,46.2632
4,1936,45.9788
5,1936,57.0596
6,1936,62.5208
7,1936,63.4964
8,1936,64.571
9,1936,60.3572
10,1936,47.804
11,1936,43.2122
12,1936,38.5988
1,1937,41.0108
2,1937,43.8206
3,1937,41.4536
4,1937,50.108
5,1937,58.991
6,1937,62.3462
7,1937,65.2478
8,1937,66.6068
9,1937,59.243
10,1937,52.4624
11,1937,42.0566
12,1937,36.6926
1,1938,40.6418
2,1938,39.1406
3,1938,49.145
4,1938,45.509
5,1938,53.294
6,1938,63.0392
7,1938,63.7754
8,1938,65.3666
9,1938,60.3446
10,1938,51.1304
11,1938,48.9974
12,1938,35.4776
1,1939,41.45
2,1939,40.5374
3,1939,42.0566
4,1939,50.801
5,1939,53.798
6,1939,62.7566
7,1939,63.3632
8,1939,64.9148
9,1939,59.5004
10,1939,48.785
11,1939,47.9822
12,1939,35.8808
1,1940,26.9078
2,1940,38.0354
3,1940,44.5928
4,1940,49.7696
5,1940,57.3998
6,1940,63.896
7,1940,62.6774
8,1940,62.483
9,1940,58.7174
10,1940,49.703
11,1940,45.608
12,1940,34.0664
1,1941,31.253
2,1941,38.7248
3,1941,44.8898
4,1941,46.5116
5,1941,51.1034
6,1941,63.4226
7,1941,67.2944
8,1941,61.52
9,1941,60.0728
10,1941,51.116
11,1941,43.0394
12,1941,39.6176
1,1942,29.102
2,1942,28.9166
3,1942,45.1022
4,1942,51.512
5,1942,55.8536
6,1942,61.7
7,1942,63.95
8,1942,65.9318
9,1942,61.0808
10,1942,54.4424
11,1942,41.7056
12,1942,40.5428
1,1943,40.5932
2,1943,41.6012
3,1943,46.7276
4,1943,53.3786
5,1943,58.172
6,1943,61.1258
7,1943,66.8336
8,1943,65.7824
9,1943,59.3366
10,1943,53.4614
11,1943,41.9576
12,1943,36.8816
1,1944,41.2502
2,1944,35.2076
3,1944,40.5338
4,1944,52.3382
5,1944,56.0786
6,1944,60.1916
7,1944,65.4512
8,1944,69.4256
9,1944,57.9236
10,1944,49.5464
11,1944,44.5424
12,1944,37.9292
1,1945,28.5386
2,1945,45.0932
3,1945,47.318
4,1945,53.3174
5,1945,59.5166
6,1945,63.9104
7,1945,67.3286
8,1945,64.5314
9,1945,61.2788
10,1945,53.9744
11,1945,43.043
12,1945,40.1378
1,1946,33.2168
2,1946,43.2806
3,1946,43.412
4,1946,52.304
5,1946,56.2586
6,1946,59.5148
7,1946,66.4088
8,1946,62.6468
9,1946,60.6038
10,1946,50.8028
11,1946,45.2084
12,1946,33.8234
1,1947,32.6264
2,1947,30.7004
3,1947,43.8818
4,1947,52.5686
5,1947,60.161
6,1947,64.9076
7,1947,69.2024
8,1947,70.9448
9,1947,64.328
10,1947,52.439
11,1947,46.1318
12,1947,40.0712
1,1948,42.7982
2,1948,38.831
3,1948,49.3898
4,1948,51.0692
5,1948,57.8408
6,1948,60.7946
7,1948,63.4298
8,1948,63.5396
9,1948,59.0702
10,1948,50.6066
11,1948,43.7
12,1948,39.3926
1,1949,40.2332
2,1949,41.1872
3,1949,42.17
4,1949,53.9312
5,1949,54.2786
6,1949,61.3364
7,1949,68.8514
8,1949,66.6158
9,1949,66.0956
10,1949,55.0346
11,1949,42.665
12,1949,40.2512
1,1950,35.9906
2,1950,44.1122
3,1950,46.1426
4,1950,47.606
5,1950,58.0154
6,1950,66.2288
7,1950,67.4168
8,1950,65.1524
9,1950,57.9326
10,1950,50.7866
11,1950,44.8988
12,1950,32.3132
1,1951,40.5752
2,1951,40.0388
3,1951,42.1754
4,1951,47.6672
5,1951,54.1004
6,1951,60.9242
7,1951,65.2442
8,1951,62.9546
9,1951,61.2716
10,1951,50.0594
11,1951,47.9372
12,1951,39.812
1,1952,37.0256
2,1952,36.752
3,1952,46.0004
4,1952,52.979
5,1952,59.1908
6,1952,63.4676
7,1952,68.0936
8,1952,65.8976
9,1952,54.419
10,1952,50.1242
11,1952,40.2476
12,1952,37.2758
1,1953,32.981
2,1953,37.5296
3,1953,45.9734
4,1953,50.522
5,1953,59.0666
6,1953,60.8576
7,1953,64.4198
8,1953,65.714
9,1953,60.5732
10,1953,53.3282
11,1953,43.1474
12,1953,43.9736
1,1954,33.6362
2,1954,34.7396
3,1954,46.0562
4,1954,47.3576
5,1954,55.8572
6,1954,60.9206
7,1954,61.5596
8,1954,62.771
9,1954,59.0252
10,1954,54.6818
11,1954,45.77
12,1954,43.1186
1,1955,37.7978
2,1955,37.4036
3,1955,39.1298
4,1955,50.4536
5,1955,54.0032
6,1955,61.7612
7,1955,66.8102
8,1955,66.3404
9,1955,59.6732
10,1955,49.5014
11,1955,44.0456
12,1955,42.6362
1,1956,38.9678
2,1956,25.0232
3,1956,44.6666
4,1956,46.301
5,1956,57.713
6,1956,57.4412
7,1956,64.1732
8,1956,60.4202
9,1956,61.9898
10,1956,50.7128
11,1956,41.2448
12,1956,42.4796
1,1957,37.5152
2,1957,44.6972
3,1957,50.3042
4,1957,49.352
5,1957,52.7162
6,1957,64.0112
7,1957,66.4556
8,1957,63.0608
9,1957,58.4744
10,1957,52.241
11,1957,43.7504
12,1957,37.8194
1,1958,38.6708
2,1958,42.6614
3,1958,39.8966
4,1958,46.103
5,1958,57.416
6,1958,60.3014
7,1958,64.5638
8,1958,65.0228
9,1958,62.672
10,1958,52.0988
11,1958,42.8882
12,1958,41.1368
1,1959,36.9068
2,1959,38.6762
3,1959,47.4368
4,1959,51.0458
5,1959,58.181
6,1959,63.6008
7,1959,69.3032
8,1959,66.6032
9,1959,63.6296
10,1959,53.9582
11,1959,44.0456
12,1959,42.4778
1,1960,38.1038
2,1960,40.3034
3,1960,46.6952
4,1960,49.8506
5,1960,58.9802
6,1960,63.7358
7,1960,62.357
8,1960,63.2138
9,1960,57.9776
10,1960,51.971
11,1960,47.111
12,1960,37.6052
1,1961,37.679
2,1961,46.211
3,1961,47.5844
4,1961,54.2336
5,1961,54.7124
6,1961,62.1194
7,1961,63.6404
8,1961,64.643
9,1961,65.5322
10,1961,53.2112
11,1961,42.575
12,1961,38.705
1,1962,40.3106
2,1962,38.624
3,1962,38.2046
4,1962,48.4538
5,1962,52.7684
6,1962,60.3428
7,1962,62.8304
8,1962,63.7772
9,1962,58.2116
10,1962,52.3688
11,1962,41.1368
12,1962,33.3464
1,1963,26.5874
2,1963,29.3126
3,1963,43.6334
4,1963,49.3808
5,1963,53.888
6,1963,61.1906
7,1963,65.0066
8,1963,61.097
9,1963,58.9856
10,1963,51.2708
11,1963,48.551
12,1963,32.4356
1,1964,33.2618
2,1964,41.7092
3,1964,40.9082
4,1964,49.4222
5,1964,59.3258
6,1964,62.1806
7,1964,66.947
8,1964,65.021
9,1964,61.835
10,1964,47.9786
11,1964,44.5496
12,1964,36.5756
1,1965,37.8986
2,1965,34.5758
3,1965,44.0888
4,1965,48.1964
5,1965,55.6412
6,1965,61.592
7,1965,61.2626
8,1965,62.78
9,1965,56.552
10,1965,52.2662
11,1965,41.7236
12,1965,42.0728
1,1966,34.4174
2,1966,46.22
3,1966,43.6406
4,1966,51.4742
5,1966,55.841
6,1966,64.0814
7,1966,62.4308
8,1966,62.5244
9,1966,60.6614
10,1966,53.861
11,1966,40.892
12,1966,41.7398
1,1967,38.3
2,1967,42.539
3,1967,46.0688
4,1967,47.5898
5,1967,55.1552
6,1967,60.3878
7,1967,68.0288
8,1967,64.202
9,1967,59.36
10,1967,54.7718
11,1967,42.8054
12,1967,37.3514
1,1968,37.9742
2,1968,38.0408
3,1968,44.8088
4,1968,50.108
5,1968,53.2004
6,1968,61.0988
7,1968,63.7484
8,1968,63.6188
9,1968,59.3744
10,1968,55.391
11,1968,42.2456
12,1968,34.8116
1,1969,41.1494
2,1969,35.4632
3,1969,43.376
4,1969,49.028
5,1969,56.6852
6,1969,60.2348
7,1969,67.1954
8,1969,64.6682
9,1969,60.9404
10,1969,55.1642
11,1969,44.474
12,1969,33.1304
1,1970,38.7446
2,1970,39.0938
3,1970,39.551
4,1970,45.6116
5,1970,56.9588
6,1970,65.0768
7,1970,63.5018
8,1970,65.0516
9,1970,61.7432
10,1970,52.0466
11,1970,47.3486
12,1970,36.32
1,1971,37.94
2,1971,39.893
3,1971,39.3134
4,1971,51.1682
5,1971,58.9226
6,1971,59.2538
7,1971,67.469
8,1971,64.8914
9,1971,59.7668
10,1971,52.7558
11,1971,42.071
12,1971,40.2098
1,1972,36.8546
2,1972,41.6192
3,1972,47.3162
4,1972,48.578
5,1972,54.185
6,1972,57.7454
7,1972,64.8428
8,1972,62.5892
9,1972,55.661
10,1972,50.7344
11,1972,44.3696
12,1972,39.6446
1,1973,37.0544
2,1973,37.9346
3,1973,43.5146
4,1973,46.1228
5,1973,56.4764
6,1973,63.833
7,1973,64.6358
8,1973,68.4878
9,1973,62.006
10,1973,50.4284
11,1973,42.9656
12,1973,38.8238
1,1974,43.97
2,1974,41.6786
3,1974,45.2066
4,1974,50.0378
5,1974,54.7754
6,1974,61.115
7,1974,63.1544
8,1974,65.6438
9,1974,57.479
10,1974,45.7322
11,1974,45.5792
12,1974,45.2804
1,1975,44.1878
2,1975,41.81
3,1975,41.6048
4,1975,48.362
5,1975,53.8628
6,1975,60.9008
7,1975,66.5132
8,1975,69.179
9,1975,60.773
10,1975,48.9092
11,1975,43.4228
12,1975,36.2444
1,1976,40.388
2,1976,39.929
3,1976,41.9396
4,1976,48.6032
5,1976,58.7534
6,1976,69.053
7,1976,70.5866
8,1976,67.9766
9,1976,59.0918
10,1976,53.8988
11,1976,44.1788
12,1976,35.951
1,1977,38.4458
2,1977,43.8152
3,1977,47.2046
4,1977,46.535
5,1977,54.6584
6,1977,59.162
7,1977,64.2452
8,1977,62.2742
9,1977,57.4772
10,1977,54.6332
11,1977,44.51
12,1977,41.9522
1,1978,37.5188
2,1978,37.4432
3,1978,45.6116
4,1978,46.3028
5,1978,55.472
6,1978,59.4572
7,1978,62.4506
8,1978,61.6064
9,1978,58.8668
10,1978,53.0078
11,1978,42.674
12,1978,40.2008
1,1979,29.6096
2,1979,36.6476
3,1979,43.4894
4,1979,47.7734
5,1979,54.9302
6,1979,61.5362
7,1979,64.544
8,1979,62.4344
9,1979,59.6138
10,1979,53.7296
11,1979,44.0114
12,1979,42.7892
1,1980,34.2878
2,1980,43.4588
3,1980,43.1618
4,1980,47.9048
5,1980,54.7646
6,1980,59.8388
7,1980,61.6442
8,1980,65.3774
9,1980,61.7414
10,1980,50.1818
11,1980,41.27
12,1980,37.922
1,1981,38.9678
2,1981,36.8186
3,1981,49.667
4,1981,49.7822
5,1981,55.7744
6,1981,59.7938
7,1981,63.689
8,1981,65.3414
9,1981,60.7406
10,1981,50.5454
11,1981,45.1724
12,1981,37.9202
1,1982,38.075
2,1982,40.8668
3,1982,44.0726
4,1982,48.6212
5,1982,57.1856
6,1982,64.4504
7,1982,68.1008
8,1982,64.0778
9,1982,63.6926
10,1982,51.449
11,1982,46.6844
12,1982,40.0874
1,1983,43.2104
2,1983,35.906
3,1983,44.7566
4,1983,48.4232
5,1983,53.0924
6,1983,63.9428
7,1983,72.4514
8,1983,67.3196
9,1983,60.0638
10,1983,52.1438
11,1983,44.2652
12,1983,39.6158
1,1984,39.9092
2,1984,38.5736
3,1984,41.3888
4,1984,49.6652
5,1984,51.6128
6,1984,61.3544
7,1984,65.732
8,1984,65.498
9,1984,57.9866
10,1984,52.9358
11,1984,49.4222
12,1984,39.9182
1,1985,29.1092
2,1985,36.3128
3,1985,41.225
4,1985,49.9496
5,1985,56.453
6,1985,59.6192
7,1985,66.4286
8,1985,62.7368
9,1985,62.0726
10,1985,52.0556
11,1985,38.8868
12,1985,42.269
1,1986,39.0794
2,1986,28.2092
3,1986,42.1124
4,1986,44.2886
5,1986,57.2108
6,1986,64.6178
7,1986,65.561
8,1986,63.1184
9,1986,55.391
10,1986,55.4576
11,1986,46.7222
12,1986,41.81
1,1987,28.2164
2,1987,37.6376
3,1987,40.0838
4,1987,53.6648
5,1987,52.7864
6,1987,59.279
7,1987,64.7834
8,1987,64.7726
9,1987,62.9294
10,1987,53.258
11,1987,43.8512
12,1987,39.7202
1,1988,44.1842
2,1988,41.0198
3,1988,44.4038
4,1988,50.6192
5,1988,58.2764
6,1988,61.376
7,1988,63.0716
8,1988,65.2514
9,1988,59.1638
10,1988,53.6612
11,1988,42.3968
12,1988,44.7386
1,1989,39.479
2,1989,41.2736
3,1989,49.712
4,1989,46.8356
5,1989,61.6154
6,1989,62.591
7,1989,68.4374
8,1989,66.6626
9,1989,61.988
10,1989,56.2658
11,1989,42.9494
12,1989,40.3484
1,1990,41.4824
